799,0
1302,0
1537,0
1549,0
2442,0
3351,0
3479,0
3852,0
5720,0
5934,0
6625,0
7848,0
9337,0
9338,0
10200,0
10536,0
12712,0
15186,0
16806,0
17054,0
19257,0
19668,0
19858,0
21534,0
21536,0
21538,0
21539,0
21543,0
21969,0
24010,0
24244,0
24381,0
24749,0
25841,0
25903,0
27416,0
28295,0
28467,0
28664,0
28670,0
28674,0
28698,0
29091,0
29404,0
30068,0
30080,0
30279,0
30282,0
32501,0
32502,0
32505,0
32506,0
32508,0
34492,0
34497,0
34498,0
34501,0
34503,0
34504,0
34506,0
34507,0
34510,0
34517,0
34529,0
34532,0
34541,0
34889,0
36402,0
36946,0
37467,0
38522,0
40132,0
41044,0
42758,0
44705,0
45259,0
37877,1
11854,1
30651,1.67
25780,2
13964,2
21107,2
31166,2
20157,2
5863,2
45516,2.33
33993,2.4
24530,2.5
16021,2.55
34835,2.61
34706,2.62
26197,2.62
8880,2.62
2019,2.67
1856,2.67
24598,2.67
40706,2.67
18722,2.72
31880,2.75
20962,2.75
41258,2.75
34892,2.77
18829,2.79
1584,2.8
20367,2.8
16717,2.81
24929,2.82
6613,2.82
39441,2.82
1658,2.83
17045,2.83
2167,2.83
17040,2.83
27189,2.83
42808,2.83
42831,2.83
16798,2.86
30680,2.86
13149,2.86
14917,2.86
35819,2.86
6644,2.88
3918,2.88
28227,2.88
33032,2.89
8881,2.92
41073,2.92
41154,2.93
32181,2.94
28585,2.96
19608,2.96
4221,2.98
35760,2.98
159,2.99
40597,3
19084,3
2452,3
2756,3
32189,3
3167,3
16726,3
28617,3
8889,3
36266,3
36461,3
37902,3
24594,3
33581,3
30786,3
16710,3
41378,3
42410,3
26800,3
10713,3.02
42926,3.02
15375,3.03
33075,3.04
41261,3.04
31004,3.06
18412,3.07
38570,3.07
15379,3.07
15384,3.07
29320,3.08
2152,3.08
18837,3.09
21615,3.09
37491,3.09
681,3.09
2126,3.1
32941,3.11
20518,3.11
15610,3.11
41088,3.11
36361,3.11
41760,3.11
41740,3.12
15409,3.12
39440,3.12
12829,3.12
12906,3.12
35057,3.12
27054,3.12
41264,3.12
16996,3.12
41735,3.12
15611,3.12
41773,3.12
15613,3.12
14378,3.13
23201,3.13
23203,3.13
33574,3.13
6976,3.13
5843,3.13
5851,3.13
15348,3.13
12466,3.14
29058,3.14
35439,3.14
44439,3.14
45444,3.14
13485,3.15
1164,3.15
28511,3.15
41551,3.15
41665,3.15
14312,3.16
3710,3.16
14310,3.16
36137,3.16
8761,3.16
16199,3.16
45052,3.16
45054,3.16
11657,3.17
12022,3.17
25457,3.17
3651,3.17
3343,3.17
8971,3.17
40664,3.18
25150,3.18
12922,3.18
12923,3.18
24775,3.19
31105,3.19
21783,3.19
15004,3.19
10914,3.2
20127,3.2
15023,3.2
6057,3.2
44478,3.2
44816,3.2
44737,3.21
16987,3.21
21280,3.21
24828,3.21
28700,3.21
29460,3.21
33904,3.21
40152,3.21
38609,3.22
406,3.22
5777,3.22
41394,3.22
10403,3.22
10404,3.22
43594,3.22
4418,3.22
44217,3.23
30574,3.23
454,3.23
37434,3.23
38830,3.23
11777,3.23
41273,3.23
18431,3.23
19462,3.24
33615,3.24
4660,3.24
9427,3.24
11767,3.24
42180,3.25
27813,3.25
12059,3.25
9558,3.25
33546,3.25
23503,3.25
5853,3.25
10083,3.25
33871,3.25
16074,3.25
41504,3.25
826,3.25
2893,3.25
13138,3.25
94,3.25
15438,3.25
24345,3.26
42029,3.26
42693,3.26
13467,3.26
14300,3.26
8486,3.27
4817,3.27
12769,3.27
2375,3.27
19056,3.27
27897,3.27
44836,3.27
16999,3.28
29412,3.28
31333,3.28
6896,3.28
15100,3.28
15858,3.28
8895,3.28
25516,3.28
25517,3.28
9253,3.29
45515,3.29
30107,3.29
37211,3.29
22166,3.29
22580,3.29
3444,3.29
9305,3.29
4836,3.29
9681,3.29
42698,3.29
9066,3.29
12225,3.29
16542,3.29
22268,3.3
16188,3.3
29478,3.3
12473,3.3
14962,3.3
27971,3.3
4658,3.3
36505,3.31
4006,3.31
1177,3.31
15378,3.31
14786,3.31
4656,3.31
33488,3.31
1425,3.31
10329,3.31
12047,3.31
4703,3.31
33953,3.31
5838,3.31
43636,3.31
34833,3.31
10574,3.32
22620,3.32
23023,3.32
36768,3.32
38538,3.32
9349,3.32
30206,3.32
27991,3.32
41691,3.32
19439,3.32
5661,3.32
16185,3.32
25375,3.32
14964,3.32
40483,3.32
40484,3.32
40536,3.32
28935,3.32
29490,3.32
18833,3.32
10500,3.32
4680,3.33
31351,3.33
2411,3.33
7277,3.33
7393,3.33
35178,3.33
36004,3.33
11518,3.33
38539,3.33
15136,3.33
39045,3.33
39046,3.33
40146,3.33
40208,3.33
19022,3.33
14430,3.33
8601,3.33
8891,3.33
16675,3.33
10778,3.33
44380,3.33
29434,3.33
15535,3.34
11785,3.34
38911,3.34
7071,3.34
39365,3.34
40030,3.34
29745,3.34
18880,3.34
9442,3.34
130,3.34
5202,3.34
43475,3.34
44089,3.34
22027,3.35
35223,3.35
25937,3.35
34172,3.35
23937,3.35
7739,3.35
42018,3.35
28162,3.35
33029,3.35
30386,3.35
39937,3.35
44215,3.35
38597,3.35
4657,3.35
10503,3.35
2871,3.36
23114,3.36
34783,3.36
14026,3.36
32317,3.36
8093,3.36
7679,3.36
19885,3.36
23841,3.36
23849,3.36
15904,3.36
42438,3.36
37744,3.36
43979,3.36
37852,3.36
20935,3.36
10714,3.36
41081,3.37
31208,3.37
26407,3.37
23581,3.37
41664,3.37
19949,3.37
19997,3.37
3684,3.37
21782,3.37
40051,3.37
31676,3.37
16918,3.37
38515,3.38
39444,3.38
41348,3.38
19794,3.38
15497,3.38
21682,3.38
18404,3.38
3631,3.38
32094,3.38
20258,3.38
6795,3.38
42880,3.38
20928,3.38
18403,3.38
20934,3.38
40287,3.38
35219,3.38
9844,3.38
33308,3.38
9107,3.38
19066,3.38
29705,3.38
16593,3.39
33838,3.39
139,3.39
22633,3.39
31925,3.39
23032,3.39
21710,3.39
29185,3.39
23037,3.39
7965,3.39
40138,3.39
22286,3.39
41856,3.39
31185,3.39
4693,3.39
28289,3.39
5678,3.39
45106,3.39
45420,3.4
24920,3.4
11263,3.4
12822,3.4
19383,3.4
5554,3.4
19452,3.4
19456,3.4
36677,3.4
15977,3.4
3402,3.4
28455,3.4
28466,3.4
28468,3.4
1804,3.4
10474,3.4
29547,3.4
41054,3.4
29967,3.4
22123,3.4
12296,3.4
12297,3.4
12299,3.4
17233,3.4
22736,3.4
171,3.4
42741,3.4
17550,3.4
12300,3.4
23297,3.4
23398,3.4
12301,3.4
476,3.4
44841,3.4
18455,3.4
12302,3.4
20071,3.41
38892,3.41
3536,3.41
11766,3.41
9875,3.41
944,3.41
40284,3.41
29819,3.41
6872,3.41
1243,3.41
6527,3.41
6543,3.41
30293,3.41
41486,3.41
6614,3.41
6615,3.41
18826,3.41
22350,3.41
22944,3.41
43368,3.41
17682,3.41
17926,3.41
18723,3.41
23204,3.41
44535,3.41
19998,3.41
37780,3.41
38572,3.42
2508,3.42
41659,3.42
16681,3.42
4900,3.42
11601,3.42
10073,3.42
17204,3.42
42573,3.42
1568,3.42
37119,3.42
32125,3.42
39004,3.42
